num objects,r std,r var,r mean,r min,r max,snr std,snr var,snr mean,snr min,snr max,noise std,noise var,noise mean,noise min,noise max,enviroment,object,height
2,1.1562,1.33679844,1.3743,0.2181,2.5305,46.5,2162.25,213.5,167.0,260.0,46.5,2162.25,528.5,482.0,575.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,41.0,1681.0,216.0,175.0,257.0,52.5,2756.25,525.5,473.0,578.0,sunny,dime,7 
4,0.82111420795161,0.6742285425,1.45065,0.2181,2.5305,60.068710657046736,3608.25,164.5,114.0,261.0,40.99390198553927,1680.5,503.0,479.0,574.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,50.0,2500.0,215.0,165.0,265.0,43.0,1849.0,527.0,484.0,570.0,sunny,dime,7 
2,1.1561000000000001,1.3365672100000003,1.3743,0.2182,2.5304,45.5,2070.25,212.5,167.0,258.0,48.0,2304.0,529.0,481.0,577.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,45.0,2025.0,216.0,171.0,261.0,49.0,2401.0,526.0,477.0,575.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,44.5,1980.25,212.5,168.0,257.0,49.0,2401.0,529.0,480.0,578.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,39.5,1560.25,212.5,173.0,252.0,54.0,2916.0,529.0,475.0,583.0,sunny,dime,7 
3,0.9467312759642457,0.8963001088888888,1.4252333333333331,0.2182,2.5305,54.055527006958314,2922.0,176.0,113.0,245.0,52.56318948550296,2762.8888888888887,515.6666666666666,478.0,590.0,sunny,dime,7 
3,0.9467312759642457,0.8963001088888888,1.4252333333333331,0.2182,2.5305,54.055527006958314,2922.0,176.0,113.0,245.0,52.56318948550296,2762.8888888888887,515.6666666666666,478.0,590.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,45.784519460427035,2096.222222222222,175.33333333333334,121.0,233.0,53.680122536704,2881.555555555556,529.6666666666666,476.0,603.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,45.784519460427035,2096.222222222222,175.33333333333334,121.0,233.0,53.680122536704,2881.555555555556,529.6666666666666,476.0,603.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,33.0,1089.0,208.0,175.0,241.0,60.5,3660.25,533.5,473.0,594.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,51.15336417740935,2616.6666666666665,177.0,117.0,242.0,49.846430831772366,2484.6666666666665,524.0,477.0,593.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,51.15336417740935,2616.6666666666665,177.0,117.0,242.0,49.846430831772366,2484.6666666666665,524.0,477.0,593.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,51.15336417740935,2616.6666666666665,177.0,117.0,242.0,49.846430831772366,2484.6666666666665,524.0,477.0,593.0,sunny,dime,7 
2,1.15615,1.3366828225,1.37435,0.2182,2.5305,35.0,1225.0,207.0,172.0,242.0,58.0,3364.0,535.0,477.0,593.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,50.075498555237125,2507.5555555555557,174.33333333333334,117.0,239.0,48.780688346471244,2379.555555555555,528.6666666666666,482.0,596.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,50.075498555237125,2507.5555555555557,174.33333333333334,117.0,239.0,48.780688346471244,2379.555555555555,528.6666666666666,482.0,596.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,48.21018795049675,2324.222222222222,174.66666666666666,117.0,235.0,52.56107558513873,2762.6666666666665,528.0,476.0,600.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,48.21018795049675,2324.222222222222,174.66666666666666,117.0,235.0,52.56107558513873,2762.6666666666665,528.0,476.0,600.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,44.34210439550904,1966.2222222222224,173.66666666666666,123.0,231.0,51.77515491687752,2680.6666666666665,533.0,482.0,604.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,44.34210439550904,1966.2222222222224,173.66666666666666,123.0,231.0,51.77515491687752,2680.6666666666665,533.0,482.0,604.0,sunny,dime,7 
3,1.0031479862025454,1.0063058822222224,1.1343666666666667,0.2182,2.5305,44.294469180700204,1962.0,178.0,127.0,235.0,52.63923336152312,2770.8888888888887,527.3333333333334,477.0,600.0,sunny,dime,7 
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,42.19794623754415,1780.6666666666667,178.0,129.0,232.0,54.658535980719016,2987.555555555555,527.6666666666666,475.0,603.0,sunny,dime,7 
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,42.19794623754415,1780.6666666666667,178.0,129.0,232.0,54.658535980719016,2987.555555555555,527.6666666666666,475.0,603.0,sunny,dime,7 
2,1.1562,1.33679844,1.3743,0.2181,2.5305,33.0,1089.0,205.0,172.0,238.0,60.5,3660.25,536.5,476.0,597.0,sunny,dime,7 
4,1.3544280130372377,1.8344752425,1.7342499999999998,0.2181,3.534,52.16320542297991,2721.0,160.0,113.0,239.0,49.453892667817364,2445.6875,514.25,473.0,596.0,sunny,dime,7 
5,1.0626310339906322,1.1291847144000002,1.43974,0.2181,2.8795,45.74101004569095,2092.2400000000002,161.4,113.0,239.0,66.12594044699856,4372.639999999999,498.4,393.0,596.0,sunny,dime,7 
4,1.1039470152593376,1.2186990125000001,1.63605,0.2181,2.8795,48.57661474413383,2359.6875,175.75,119.0,253.0,65.92040655214439,4345.5,494.0,400.0,583.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,52.85409686633152,2793.555555555555,174.33333333333334,113.0,242.0,46.949145063805176,2204.222222222222,530.3333333333334,480.0,593.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,52.85409686633152,2793.555555555555,174.33333333333334,113.0,242.0,46.949145063805176,2204.222222222222,530.3333333333334,480.0,593.0,sunny,dime,7 
5,1.071732754748123,1.1486110976000004,1.4222800000000002,0.2181,2.8795,47.334553974871255,2240.56,166.2,112.0,239.0,57.22097517519253,3274.2399999999993,504.4,420.0,597.0,sunny,dime,7 
4,1.1602189771762916,1.3461080750000003,1.5597,0.2181,2.8795,46.438130884005226,2156.5,160.0,119.0,234.0,44.35369206729018,1967.25,526.5,484.0,601.0,sunny,dime,7 
4,1.0902932048307006,1.1887392725,1.65785,0.2181,2.8795,48.45616575834287,2348.0,179.0,113.0,249.0,71.9061888852413,5170.5,493.0,388.0,587.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,56.53514148051831,3196.2222222222226,177.66666666666666,115.0,252.0,41.875476780038646,1753.5555555555557,528.3333333333334,483.0,584.0,sunny,dime,7 
